ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates
MX-0070;small_airport;Loma Roja Airport;7721;NA;MX;MX-PUE;Rafael Lara Grajales;;;RLS;"-97.6775; 19.2526"
MX-0071;small_airport;Los Olivos Airstrip;52;NA;MX;MX-SON;Caborca;;;LOC;"-112.9485; 30.5782"
MX-0072;small_airport;Aerofumigaciones Maranatu Airport;38;NA;MX;MX-SIN;Culiacan;;;AFM;"-107.4082; 24.4776"
MX-0073;small_airport;C.P.A. Rodolfo Amparan Rosales Airport;4125;NA;MX;MX-CHH;Aldama;;;RAV;"-105.8702; 28.8592"
MX-0074;small_airport;Manjarrez de Caborca Airport;870;NA;MX;MX-SON;Caborca;;;MCB;"-112.2293; 30.7009"
MX-0075;small_airport;Las Cruces Airstrip;68;NA;MX;MX-SIN;Guasave;;;JRS;"-108.4128; 25.5792"
MX-0076;heliport;Plaza Corporativo Banamex Helipad;8416;NA;MX;MX-DIF;Alvaro Obregon;;;HBA;"-99.2588; 19.374"
MX-0077;small_airport;El Jaguey Airport;6525;NA;MX;MX-GUA;Dolores Hidalgo;;;JGY;"-100.836; 21.23115"
MX-0078;small_airport;San Juan de Camarones Airstrip;2300;NA;MX;MX-DUR;Santiago Papasquiaro;;;SDC;"-106.4101; 24.9237"
MX-0079;small_airport;San Fernando Airport;214;NA;MX;MX-TAM;San Fernando;;;SFR;"-98.1025; 24.8341"
MX-0080;closed;La Candelaria Borders Airport;892;NA;MX;MX-COA;Guerrero;;;LCD;"-100.5055; 28.3428"
MX-0081;small_airport;Punta Colonet Airport;215;NA;MX;MX-BCN;Ensenada;;;PCT;"-116.2409; 30.9582"
MX-0082;small_airport;Loma Blanca Airport;1035;NA;MX;MX-MIC;Tepalcatepec;;;LBH;"-102.7991; 19.0743"
MX-0083;small_airport;No Le Hace Airstrip;37;NA;MX;MX-TAM;San Fernando;;;NLH;"-97.9204; 24.814"
MX-0084;small_airport;Miguel Aleman Airport;5287;NA;MX;MX-CHP;ComitÃ¡n;;;MAX;"-92.1115; 16.2178"
MX-0085;small_airport;El Jardin Airport;4135;NA;MX;MX-COA;Ocampo;;;JDN;"-102.585; 29.1741"
MX-0086;heliport;Arena Ciudad de Mexico Helipad I;7385;NA;MX;MX-DIF;Azcapotzalco;;;HAV;"-99.1757; 19.4958"
MX-0087;heliport;Arena Ciudad de Mexico Helipad II;7376;NA;MX;MX-DIF;Azcapotzalco;;;HAR;"-99.1753; 19.4951"
MX-0088;small_airport;Santa Paula Airport;65;NA;MX;MX-SIN;Ahome;;;PAU;"-108.9707; 25.8466"
MX-0089;small_airport;Hacienda Panoaya Airfield;8130;NA;MX;MX-MEX;Amecameca;;;PNY;"-98.7681; 19.1428"
MX-0090;small_airport;Malvinas Airstrip;73;NA;MX;MX-TAM;Aldama;;;MAV;"-97.9286; 22.686"
MX-0091;small_airport;El Lloron Airstrip;5090;NA;MX;MX-CHH;Guadalupe;;;RLZ;"-105.5041; 30.6925"
MX-0092;small_airport;Alizal Airport;7895;NA;MX;MX-DUR;Tamazula;;;ALX;"-106.9211; 25.4541"
MX-0093;small_airport;Las Potrancas Airport;805;NA;MX;MX-TAM;Villa Aldama;;;PTA;"-98.1533; 23.041"
MX-0094;heliport;Hotel Camino Real Monterrey Helipad;2068;NA;MX;MX-NLE;Monterrey;;;HRE;"-100.3345; 25.6505"
MX-0095;closed;Pochutla Airport;528;NA;MX;MX-OAX;San Pedro Pochutla;;;;"-96.4686; 15.7317"
MX-0096;small_airport;Guadalupe Airstrip;6730;NA;MX;MX-COA;Arteaga;;;RGP;"-100.767; 25.189"
MX-0097;small_airport;Mieleras Airport;3715;NA;MX;MX-COA;Torreon;;;APS;"-103.3477; 25.4682"
MX-0098;small_airport;El BaztÃ¡n Airstrip;1025;NA;MX;MX-MIC;Huetamo;;;BCM;"-101.1619; 18.7415"
MX-0099;small_airport;Nido De Aguilas Airport;115;NA;MX;MX-TAM;Soto La Marina;;;NAG;"-98.178; 23.8237"
MX-0100;small_airport;Manantiales Airport;795;NA;MX;MX-TAM;Gonzalez;;;RMA;"-98.4122; 22.953"
MX-0101;small_airport;Rancho Las Hermanas Airstrip;2465;NA;MX;MX-COA;Zaragoza;;;RHZ;"-101.6132; 28.591"
MX-0102;small_airport;Rincon de Maria Airport;2690;NA;MX;MX-COA;Melchor Muzquiz;;;CGB;"-102.0583; 28.5552"
MX-0103;small_airport;Agropecuaria Amparan Airstrip;80;NA;MX;MX-SON;Navojoa;;;AAP;"-109.5389; 26.976"
MX-0104;small_airport;El Zamora Airport;544;NA;MX;MX-TAM;Soto La Marina;;;EZM;"-97.9212; 23.4243"
MX-0105;small_airport;Albatros Residencial Aereo;3190;NA;MX;MX-MOR;Jojutla;;;ABT;"-99.26; 18.5926"
MX-0106;small_airport;Santo Tomas Airport;55;NA;MX;MX-CHP;Suchiate;;;STT;"-92.205; 14.6448"
MX-0107;small_airport;La Base Airport;95;NA;MX;MX-CHP;Tapachula;;;LAA;"-92.3414; 14.7607"
MX-0108;small_airport;Tancholin Airport;130;NA;MX;MX-VER;Tempoal;;;TNH;"-98.5955; 21.652"
MX-0109;small_airport;Acaponeta Airport;70;NA;MX;MX-NAY;Acaponeta;;;ACP;"-105.4118; 22.4832"
MX-0110;small_airport;La Gloria Airport;526;NA;MX;MX-NLE;Agualeguas;;;TKT;"-99.4858; 26.3304"
MX-0111;small_airport;Tenosique Airport;120;NA;MX;MX-TAB;Tenosique de Pino SuÃ¡rez;MM46;;;"-91.406689; 17.463505"
MX-0112;closed;Santiago Airport;7730;NA;MX;MX-PUE;Libres;;;SGS;"-97.5684; 19.4898"
MX-0113;small_airport;RegiÃ³n Carbonifera Airport;1300;NA;MX;MX-COA;Sabinas;;;RCF;"-101.2125; 27.9746"
MX-0114;small_airport;Rancho La Nutria Airport;1800;NA;MX;MX-NLE;Linares;;;LNU;"-99.771132; 24.9"
MX-0115;heliport;Veronica Heliport;7365;NA;MX;MX-DIF;Miguel Hidalgo;;;HVE;"-99.177538; 19.441628"
MX-0116;small_airport;El Limon de Badiraguato Airstrip;4060;NA;MX;MX-SIN;Badiraguato;;;LDB;"-107.2327; 25.8242"
MX-0117;small_airport;Rancho Madero Airport;4305;NA;MX;MX-CHH;Ciudad Jimenez;;;RMF;"-104.88; 27.3805"
MX-0118;small_airport;La Azufrosa Airport;3770;NA;MX;MX-COA;Acampo;;;RLA;"-102.1963; 28.1019"
MX-0119;small_airport;La Azufrosa I Airport;930;NA;MX;MX-COA;Progreso;;;AZF;"-100.7756; 27.399"
MX-0120;small_airport;Nicolas Bravo Airport;56;NA;MX;MX-TAB;Macuspana;;;NBT;"-92.62813; 17.734577"
MX-0121;small_airport;La Joya Brun Airstrip;4790;NA;MX;MX-COL;Comala;;;JYB;"-103.6713; 19.4444"
MX-0122;small_airport;El Jabali Airport;4575;NA;MX;MX-COL;Comala;;;UJI;"-103.683921; 19.448475"
MX-0123;small_airport;La Simiente Airstrip;97;NA;MX;MX-SLP;Ebano;;;SIM;"-98.4142; 22.1806"
MX-0124;small_airport;Chantol Airstrip;444;NA;MX;MX-SLP;Ciudad Valles;;;CTK;"-99.0963; 22.0943"
MX-0125;small_airport;Covadonga Airport;180;NA;MX;MX-SLP;Ciudad Valles;;;CVD;"-98.9564; 21.9117"
MX-0126;small_airport;Algodonera de Tapachula Airport;170;NA;MX;MX-CHP;Tapachula;;;ALG;"-92.333216; 14.822495"
MX-0127;small_airport;Potrerillos Airstrip;463;NA;MX;MX-NLE;China;;;PLL;"-99.2511; 25.7972"
MX-0128;heliport;Nutec Heliport;2582;NA;MX;MX-NLE;Monterrey;;;HNC;"-100.5067; 25.6888"
MX-0129;small_airport;La Equis Airport;4138;NA;MX;MX-CHH;Villa Ahumada;;;RLX;"-106.432979; 30.512437"
MX-0130;small_airport;Terminal Airport;6200;NA;MX;MX-ZAC;Mazapil;;;TEI;"-101.42491; 24.6862"
MX-0131;small_airport;Santa Elena Airstrip;1845;NA;MX;MX-COA;Ciudad AcuÃ±a;;;STX;"-101.8959; 29.6391"
MX-0132;small_airport;Los Algodones Airport;1630;NA;MX;MX-NLE;El Carmen;;;AGD;"-100.339; 25.8699"
MX-0133;small_airport;Aerodeportes Airfield;1292;NA;MX;MX-NLE;Cadereyta;;;AED;"-100.079413; 25.522305"
MX-0134;small_airport;El Preson Airport;4110;NA;MX;MX-CHH;Villa Ahumada;;;RVP;"-106.4297; 30.928714"
MX-0135;small_airport;Transpacifico Airfield;55;NA;MX;MX-SIN;Ahome;;;TRP;"-108.9527; 25.7982"
MX-0136;heliport;Reforma 222 Heliport;7748;NA;MX;MX-DIF;Mexico City;;;HRX;"-99.1621; 19.4289"
MX-0137;small_airport;Rancho La PeÃ±a Airport;3175;NA;MX;MX-COA;Muzquiz;;;RLP;"-102.2231; 28.6356"
MX-0138;small_airport;Lampazos de Naranjo Airport;;NA;MX;MX-NLE;Lampazos de Naranjo;;;LMP;"-100.510744; 27.014617"
MX-0139;small_airport;Los Pilares Airport;;NA;MX;MX-COA;Pilares;;;LIR;"-102.635317; 28.84771"
MX-0140;small_airport;Boquillas del Carmen Airport;;NA;MX;MX-COA;Boquillas del Carmen;;;;"-102.91133; 29.177923"
MX-0141;heliport;"Campamento Sur Helipad; Isla Guadelupe";;NA;MX;MX-BCN;;;;;"-118.293915; 28.883996"
MX-0142;closed;Isla Guadelupe Field;;NA;MX;MX-BCN;;;;;"-118.26201; 29.011206"
MX-0143;small_airport;Rancho los Pinos Airport;;NA;MX;MX-BCN;Rancho los Pinos;;;;"-115.919261; 30.409918"
MX-0144;small_airport;Melgoza Airport;38;NA;MX;MX-BCN;Mexicali;;;MLZ;"-115.17335; 32.25745"
MX-0145;small_airport;La Rosa Airport;1320;NA;MX;MX-COA;JuÃ¡rez;;;RSA;"-100.65745; 27.81014"
MX-0146;small_airport;Los Ebanos Airport;20;NA;MX;MX-TAM;Matamoros;;;LET;"-97.73329; 25.34254"
MX-0147;small_airport;Pielagos Airport;7900;NA;MX;MX-DUR;Otaez;;;PLG;"-105.8624; 24.71256"
MX-0148;small_airport;Juarez Hermanos Airstrip;65;NA;MX;MX-BCN;Mexicali;;;JUH;"-114.92859; 32.54633"
MX-0149;small_airport;Aerofumigaciones Castro Airport;68;NA;MX;MX-BCN;Mexicali;;;AFC;"-114.928305; 32.543656"
MX-0150;small_airport;La Burra Airport;700;NA;MX;MX-COA;Guerrero;;;LUA;"-100.16332; 28.06394"
MX-0151;heliport;Esmeralda Tower I Helipad;7794;NA;MX;MX-DIF;Miguel Hidalgo;;;HTE;"-99.205804; 19.42944"
MX-0152;heliport;Esmeralda Tower II Helipad;7792;NA;MX;MX-DIF;Miguel Hidalgo;;;HET;"-99.205319; 19.42911"
MX-0153;small_airport;La Rivera Airport;139;NA;MX;MX-SON;Caborca;;;YFA;"-112.92075; 30.84809"
MX-0154;small_airport;La Victoria Airport;55;NA;MX;MX-TAM;Soto La Marina;;;LVC;"-98.048908; 23.6813"
MX-0155;small_airport;Mosqueda Airport;15;NA;MX;MX-BCN;Mexicali;;;CMB;"-115.27344; 32.16331"
MX-0156;small_airport;Canoitas Airport;591;NA;MX;MX-COA;Villa Hidalgo;;;CTC;"-100.400001; 28.063333"
MX-0157;small_airport;La Constancia Airport;90;NA;MX;MX-SIN;El Fuerte;;;CSI;"-108.88524; 25.95686"
MX-0158;small_airport;Las Brechas Airport;978;NA;MX;MX-SON;Hermosillo;;;BRE;"-110.80762; 29.28228"
MX-0159;small_airport;Rancho Santa Monica Airport;6990;NA;MX;MX-CHH;Buenaventura;;;SMW;"-106.939702; 29.628898"
MX-0160;small_airport;Los Halcones Airstrip;24;NA;MX;MX-SIN;Guasave;;;LHC;"-108.64768; 25.52802"
MX-0161;heliport;BBVA Bancomer Tower Helipad;8100;NA;MX;MX-DIF;CuauhtÃ©moc;;;HBG;"-99.174745; 19.422852"
MX-0162;heliport;BBVA Bancomer Operating Center Helipad;7844;NA;MX;MX-DIF;Miguel Hidalgo;;;HBF;"-99.18399; 19.44145"
MX-0163;heliport;Pemex Southern Region Administrative Technical Center Helipad;50;NA;MX;MX-TAB;Villahermosa;;;HBD;"-92.953132; 18.018495"
MX-0164;small_airport;Aero Fumigaciones David Airport;160;NA;MX;MX-TAM;Gonzalez;;;AFD;"-98.44989; 22.66174"
MX-0165;small_airport;Candelaria Airport;175;NA;MX;MX-CAM;Candeleria;;;CRA;"-91.020082; 18.182725"
MX-0166;small_airport;EscÃ¡rcega Airport;;NA;MX;MX-CAM;EscÃ¡rcega;;;;"-90.729603; 18.666948"
MX-0167;small_airport;Benny Airport;285;NA;MX;MX-TAM;Villa Manuel;;;BNY;"-98.3340101; 22.736377"
MX-0168;small_airport;Pulticub Airport;7;NA;MX;MX-ROO;Pulticub;;;PTU;"-87.560513; 19.075874"
MX-0169;small_airport;Mahahual Airport;7;NA;MX;MX-ROO;Mahahual;;;MHL;"-87.699592; 18.75919"
MX-0170;small_airport;Xcalak Airport;7;NA;MX;MX-ROO;Xcalak;;;XCA;"-87.85515; 18.266738"
MX-0171;small_airport;Holbox Airport;;NA;MX;MX-ROO;Lazaro Cardenas;;;HOL;"-87.383596; 21.518237"
MX-0172;small_airport;Rancho San Jose Airport;;NA;MX;MX-TAB;Teapa;;;RSJ;"-92.950389; 17.586968"
MX-0173;small_airport;EscÃ¡rcega Airport;280;NA;MX;MX-CAM;EscÃ¡rcega;;;ESC;"-90.71525; 18.60333"
MX-0174;small_airport;La Laguna Airport;100;NA;MX;MX-CAM;Campeche;;;LLH;"-90.138868; 19.80858"
MX-0175;heliport;Sea Fox 2 Helipad;;NA;MX;MX-CAM;Ciudad del Carmen;;;HFX;"-92.000293; 19.507449"
MX-0176;small_airport;La Joya Airport;10;NA;MX;MX-CAM;Champoton;;;JYA;"-90.662475; 19.47314"
MX-0177;heliport;Balder Platform Helipad;50;NA;MX;MX-CAM;Ciudad Del Carmen;;;BLR;"-91.965086; 20.153239"
MX-0178;closed;Las Choapas Airport;;NA;MX;MX-VER;Las Choapas;;;;"-94.098633; 17.83925"
MX-0179;small_airport;El Cayal Airport;100;NA;MX;MX-CAM;Hopelchen;;;CYL;"-90.170298; 19.76752"
MX-0180;small_airport;Mata Larga Airport;33;NA;MX;MX-CAM;El Carmen;;;MTF;"-91.38328; 18.40338"
MX-0181;small_airport;Palizada Airport;12;NA;MX;MX-CAM;Palizada;;;PZA;"-92.0907; 18.26775"
MX-0182;small_airport;Xpujil Airport;850;NA;MX;MX-CAM;Calakmul;;;XJL;"-89.40226; 18.51111"
MX-0183;small_airport;Los Bravos De Bonfil Airport;25;NA;MX;MX-CAM;Ciudad Del Carmen;;;LBB;"-91.68843; 17.98953"
MX-0184;heliport;Jupiter I Platform Helipad;50;NA;MX;MX-CAM;Zonda De Campeche;;;HJU;"-92.184506; 19.520472"
MX-0185;heliport;Hermod Platform Helipad;50;NA;MX;MX-CAM;Ciudad Del Carmen;;;HDH;"-92.671667; 18.927222"
MX-0186;small_airport;La Piedrera Airport;120;NA;MX;MX-SIN;Mocorito;;;PDE;"-107.92163; 25.10145"
MX-0187;small_airport;Insurgente Marcos Escobedo Airport;5709;NA;MX;MX-JAL;ColotlÃ¡n;;;COT;"-103.282928; 21.99162"
MX-0188;small_airport;La Reforma de Guerrero Airport;1050;NA;MX;MX-COA;Guerrero;;;RFG;"-100.58693; 28.22295"
MX-0189;small_airport;La Colonia Airport;1080;NA;MX;MX-JAL;Casimiro Castillo;;;CLD;"-104.450942; 19.616961"
MX-0190;small_airport;Paco Airport;5019;NA;MX;MX-JAL;Chapala;;;PAK;"-103.159506; 20.308378"
MX-0191;small_airport;Barra de Navidad Airport;55;NA;MX;MX-JAL;Cihuatlan;;;BND;"-104.661502; 19.219431"
MX-0192;small_airport;Cuautla Airport;5845;NA;MX;MX-JAL;Cuautla;;;CUJ;"-104.413804; 20.191474"
MX-0193;small_airport;Ocotlan Airport;5030;NA;MX;MX-JAL;Ocotlan;;;OCT;"-102.773541; 20.371175"
MX-0194;small_airport;San Gabriel Airport;3850;NA;MX;MX-JAL;San Gabriel;;;SGB;"-103.833835; 19.696336"
MX-0195;small_airport;San Martin De BolaÃ±os Airport;2925;NA;MX;MX-JAL;San Martin De BolaÃ±os;;;SMB;"-103.827029; 21.691584"
MX-0196;small_airport;Tepatitlan Municipal Airport;6300;NA;MX;MX-JAL;Tepatitlan de Morelos;;;TAA;"-102.674106; 20.784594"
MX-0197;small_airport;El Petacal Airport;3630;NA;MX;MX-JAL;Toliman;;;PTL;"-103.84353; 19.623799"
MX-0198;small_airport;La Gloria III Airport;147;NA;MX;MX-JAL;TomatlÃ¡n;;;GLR;"-105.294851; 19.897267"
MX-0199;small_airport;Costalegre Airport;46;NA;MX;MX-JAL;TomatlÃ¡n;;;COJ;"-105.232721; 19.718896"
MX-0200;small_airport;Los Gonzalez Airport;5090;NA;MX;MX-JAL;TototlÃ¡n;;;LGF;"-102.692352; 20.553263"
MX-0201;small_airport;Los Cerritos Airport;5139;NA;MX;MX-JAL;Zapotlan del Rey;;;CEE;"-102.923414; 20.418767"
MX-0202;small_airport;Guayaberos Airport;4940;NA;MX;MX-ZAC;Huanusco;;;GBS;"-102.9661; 21.7406"
MX-0203;small_airport;Cedros Airport;5600;NA;MX;MX-ZAC;Mazapil;;;CED;"-101.79655; 24.6353"
MX-0204;small_airport;Rancho El Tulillo Airport;6920;NA;MX;MX-ZAC;;;;TOO;"-101.787196; 23.82449"
MX-0205;small_airport;Ramon Lopez Velarde Airport;5635;NA;MX;MX-ZAC;Tlaltenango;;;RLY;"-103.30188; 21.75929"
MX-0206;small_airport;Aerolandia Airport;8862;NA;MX;MX-TLA;Tlaxco;;;AER;"-98.089833; 19.583748"
MX-0207;small_airport;Santa Rosa de Lima Airport;30;NA;MX;MX-YUC;Maxcanu;;;SRS;"-90.080502; 20.596398"
MX-0208;small_airport;Balancan Airstrip;55;NA;MX;MX-TAB;Balancan;;;PIB;"-91.5513; 17.875324"
MX-0209;small_airport;San AntÃ³nio Airport;78;NA;MX;MX-TAB;Cunduacan;;;SAC;"-93.231776; 17.979734"
MX-0210;small_airport;Xiquipilli Airport;20;NA;MX;MX-TAB;Emiliano Zapata;;;XQI;"-91.749201; 17.911553"
MX-0211;small_airport;La Giralda Airport;135;NA;MX;MX-TAB;Huamanguillo;;;GIH;"-93.384514; 17.685186"
MX-0212;small_airport;La Ceiba Airport;85;NA;MX;MX-TAB;Huimanguillo;;;CBA;"-93.57529; 17.921538"
MX-0213;small_airport;Campo David Airport;150;NA;MX;MX-TAB;Huimanguillo;;;CDV;"-93.408717; 17.637752"
MX-0214;small_airport;Morelos Airstrip;95;NA;MX;MX-TAB;Mexicali;;;PMX;"-114.885057; 32.62521"
MX-0215;small_airport;Lomas Tristes Airport;80;NA;MX;MX-TAB;Tacotalpa;;;LTT;"-92.569234; 17.576836"
MX-0216;small_airport;San Carlos Airport;80;NA;MX;MX-TAB;Tacotalpa;;;OFS;"-92.82096; 17.584395"
MX-0217;small_airport;Rancho San Jose de Pedrero Airport;50;NA;MX;MX-TAB;Teapa;;;RJS;"-92.946102; 17.716684"
MX-0218;small_airport;La Florida;70;NA;MX;MX-TAB;Teapa;;;LFA;"-92.967664; 17.654391"
MX-0219;small_airport;La Pista Airport;85;NA;MX;MX-TAB;Teapa;;;PTT;"-93.011254; 17.608573"
MX-0220;small_airport;Jorge Efrain Airport;75;NA;MX;MX-TAB;Teapa;;;JEF;"-92.969815; 17.674206"
MX-0221;small_airport;San Fernando Airstrip;65;NA;MX;MX-TAB;Teapa;;;NDO;"-92.99586; 17.611649"
MX-0222;small_airport;Monterrey Airport;65;NA;MX;MX-TAB;Teapa;;;MTV;"-92.986369; 17.661922"
MX-0223;small_airport;Los Cerones Airport;100;NA;MX;MX-SLP;Ebano;;;LCX;"-98.516517; 22.139843"
MX-0224;small_airport;Nuevo Temalacaco Airport;236;NA;MX;MX-SLP;Ebano;;;NTC;"-98.613067; 22.287539"
MX-0225;small_airport;Palula Airport;7070;NA;MX;MX-SLP;Real del Catorce;;;PLU;"-101.408446; 23.809294"
MX-0226;small_airport;Campo Rio Verde Airport;3240;NA;MX;MX-SLP;Rio Verde;;;RVR;"-99.939137; 21.917274"
MX-0227;small_airport;Moctezuma Airport;75;NA;MX;MX-SLP;San Vicente Tancuayalab;;;MOE;"-98.5521; 21.916127"
MX-0228;small_airport;La Ensenada Airport;72;NA;MX;MX-SLP;San Vicente Tancuayalab;;;EEG;"-98.514968; 21.938353"
MX-0229;small_airport;Ju-Bar Airport;95;NA;MX;MX-SLP;Tamuin;;;JUR;"-98.515318; 22.161984"
MX-0230;small_airport;Hualul Airport;105;NA;MX;MX-SLP;Tamuin;;;GGH;"-98.730239; 21.911766"
MX-0231;small_airport;Santa Ana de Vanegas Airport;5630;NA;MX;MX-SLP;Vanegas;;;SNV;"-100.912954; 24.171264"
MX-0232;small_airport;Lorenzos Airstrip;30;NA;MX;MX-ROO;Benito Juarez/Cancun;;;AGK;"-86.83654; 21.1112"
MX-0233;small_airport;Viento y Sol Airstrip;20;NA;MX;MX-ROO;Benito JuÃ¡rez/CancÃºn;;;VYS;"-86.834839; 21.106885"
MX-0234;small_airport;CapitÃ¡n Eduardo A. Toledo Airport;35;NA;MX;MX-ROO;Cozumel;;;CET;"-86.99633; 20.42323"
MX-0235;small_airport;Punta Pajaros Airport;10;NA;MX;MX-ROO;Felipe Carrillo Puerto;;;PPS;"-87.42622; 19.61463"
MX-0236;small_airport;Felipe Carrillo Puerto Airport;60;NA;MX;MX-ROO;Felipe Carrillo Puerto;;;FCQ;"-88.074291; 19.61013"
MX-0237;small_airport;Kohunlinch Airport;385;NA;MX;MX-ROO;Othon Pompeyo Blanco;;;KLI;"-88.821866; 18.453315"
MX-0238;small_airport;Pucte Airport;119;NA;MX;MX-ROO;Othon Pompeyo Blanco;;;PCU;"-88.69206; 18.2654"
MX-0239;small_airport;Xcaret Airport;46;NA;MX;MX-ROO;Solidaridad;;;XRT;"-87.12706; 20.58035"
MX-0240;closed;Jorge Llerenas Silva Airport;1475;NA;MX;MX-COL;Colima;;;JLS;"-103.730378; 19.220117"
MX-0241;small_airport;ChavarÃ­n Airport;190;NA;MX;MX-COL;Manzanillo;;;CHV;"-104.54093; 19.19735"
MX-0242;small_airport;La Tigrera Airport;60;NA;MX;MX-COL;Manzanillo;;;TGR;"-104.23294; 19.02606"
MX-0243;small_airport;Cerro de Ortega Airport;59;NA;MX;MX-COL;Tecoman;;;COG;"-103.75662; 18.781"
MX-0244;small_airport;Rancho Lanzarote Airport;7878;NA;MX;MX-MEX;Tepotzotlan;;;RZT;"-99.32265; 19.67141"
MX-0245;small_airport;Aeroclub Valle de Bravo Airfield;7229;NA;MX;MX-MEX;Valle de Bravo;;;ACJ;"-100.074855; 19.145245"
MX-0246;small_airport;La BegoÃ±a Airport;6740;NA;MX;MX-GUA;Doctor Mora;;;LBG;"-100.40626; 21.1259"
MX-0247;small_airport;SofÃ­a Airport;5650;NA;MX;MX-GUA;Irapuato;;;;"-101.45003; 20.53887"
MX-0248;small_airport;Campo CortÃ©s Airport;5748;NA;MX;MX-GUA;Irapuato;;;CCR;"-101.347954; 20.775255"
MX-0249;small_airport;Military Air Station 6;5700;NA;MX;MX-GUA;Irapuato;;;;"-101.3111; 20.67486"
MX-0250;small_airport;Santa Rosalia Airport;5865;NA;MX;MX-GUA;LeÃ³n;;;MDD;"-101.670569; 21.03045"
MX-0251;small_airport;Los Filos Airport;4757;NA;MX;MX-GRO;Eduardo Neri;;;FIL;"-99.6691; 17.8918"
MX-0252;closed;Tecuixiapan;2440;NA;MX;MX-GRO;Tepecoacuilco de Trujano;;;;"-99.38776; 17.97788"
MX-0253;small_airport;Las Bodas Airport;54;NA;MX;MX-GRO;Tecpan de Galeana;;;BDA;"-100.9645; 17.2667"
MX-0254;small_airport;Taxco Airport;6265;NA;MX;MX-GRO;Taxco de AlarcÃ³n;;;TXC;"-99.5962; 18.5736"
MX-0255;small_airport;Atoyac Airstrip;205;NA;MX;MX-GRO;Atoyac de Alvarez;;;ATY;"-100.447935; 17.219413"
MX-0256;closed;Arcelia Airport;1375;NA;MX;MX-GRO;Arcelia;;;ARC;"-100.289; 18.2979"
MX-0257;small_airport;El Pinocho Airport;6265;NA;MX;MX-MIC;ZitÃ¡cuaro;;;PIO;"-100.4332; 19.47655"
MX-0258;small_airport;FarÃ­as Airport;1243;NA;MX;MX-MIC;Tepalcatepec;;;JFV;"-102.856476; 19.165125"
MX-0259;small_airport;Aerofumigaciones Lopez Airport;1251;NA;MX;MX-MIC;Tepalcatepec;;;ALP;"-102.83707; 19.20205"
MX-0260;small_airport;Silva Airport;1280;NA;MX;MX-MIC;Tepalcatepec;;;SIV;"-102.831381; 19.205658"
MX-0261;small_airport;Cutzarondiro;4710;NA;MX;MX-MIC;TacÃ¡mbaro;;;ACK;"-101.500299; 19.178122"
MX-0262;small_airport;PurÃ©pecha Airport;6745;NA;MX;MX-MIC;PÃ¡tzcuaro;;;PUR;"-101.57533; 19.54572"
MX-0263;small_airport;Aerosam Airport;983;NA;MX;MX-MIC;Aguililla;;;BAG;"-102.71668; 18.98022"
MX-0264;small_airport;Aguililla Airport;3175;NA;MX;MX-MIC;Aguililla;;;AGI;"-102.801245; 18.742388"
MX-0265;small_airport;Carlos DÃ­az Becerril Airport;6760;NA;MX;MX-MIC;Ario de Rosales;;;CDB;"-101.67952; 19.2371"
MX-0266;closed;Los Capires Airport;1680;NA;MX;MX-MIC;Arteaga;;;CPR;"-101.986662; 18.354552"
MX-0267;small_airport;Pista AÃ©rea Cadenas;1500;NA;MX;MX-MIC;Buenavista TomatlÃ¡n;;;PAC;"-102.617601; 19.205697"
MX-0268;small_airport;And Port Airport;1365;NA;MX;MX-JAL;Buenavista TomatlÃ¡n;;;ANP;"-102.68606; 19.22791"
MX-0269;small_airport;Rancho El Jaralito;6130;NA;MX;MX-SLP;Santa Maria del Rio;;;EJR;"-100.7765; 21.655"
MX-0270;small_airport;Rancho Providencia Airport;4205;NA;MX;MX-CHH;Villa Ahumada;;;RPX;"-106.7515; 30.2948"
MX-0271;small_airport;Palos Dulces Airport;50;NA;MX;MX-SIN;Guasave;;;PDI;"-108.490661; 25.5385"
MX-0272;small_airport;El Fortin Airport;3315;NA;MX;MX-COA;San Buenaventura;;;EFO;"-102.094792; 27.981798"
MX-0273;small_airport;Cucuyulapa Airport;69;NA;MX;MX-TAB;Conduacan;;;ACU;"-93.242028; 17.981889"
MX-0274;small_airport;Aero Club Manitoba Airport;6545;NA;MX;MX-CHH;CuauhtÃ©moc;;;AMT;"-106.9005; 28.6558"
MX-0275;heliport;Pesca Azteca Heliport;25;NA;MX;MX-SIN;MazatlÃ¡n;;;HQK;"-106.3942; 23.21403"
MX-0276;heliport;Reforma 115 Helipad;7841;NA;MX;MX-DIF;Miguel Hidalgo;;;HRQ;"-99.2041; 19.4278"
MX-0277;small_airport;Rancho Los Chirriones Airport;3500;NA;MX;MX-SON;Agua Prieta;;;RLC;"-109.204; 31.0276"
MX-0278;heliport;Ãngeles Hospital Helipad;6033;NA;MX;MX-SLP;San Luis Potosi;;;HGD;"-101.0215; 22.1519"
MX-0279;small_airport;Ultraligeros del Desierto Airport;53;NA;MX;MX-SON;Puerto PeÃ±asco;;;UDD;"-113.5371; 31.39144"
MX-0280;heliport;Inmobiliaria Montes Urales 770 Helipad;7546;NA;MX;MX-DIF;Miguel Hidalgo;;;HUR;"-99.20428; 19.423962"
MX-0281;heliport;El Roble Helipad;1070;NA;MX;MX-TAM;Ciudad Victoria;;;HRB;"-99.143389; 23.762278"
